,text,likes,Date,Time,confidence,language,script
13205,"just seeing this man crying and trying to prove his loyalty with his country the same one who was against the godi media against the indian prime minister bro keep crying because we don't believe you any more ok according to you pakistan involvement is present ok we still do not believe that shit but for a sec we did so why don't you made vedio on your army and indian government credibility still trying to make fake scenarios and shitty comments on pakistan to prove and save your indian audience such a shame
and honestly we don't care if we show you guys on the battlefield that we know how to retaliate and how to show your army and government there limits
soo keep barking  we don't care",0,2025-06-01,16:19:43,[0.9832828],English,Roman
13206,ekk saheed punjab ka agniveer arshdeep singh v hua ha,0,2025-06-01,16:19:59,[0.28309667],English,Roman
13207,"kehna kia chahty ho bhai?
esy lag raha hn k if u can not convince them, confuse them  sary logical fallacy apny commit krdiye",0,2025-06-01,16:20:22,[0.5724744],English,Roman
13208,love pakistan,0,2025-06-01,16:20:24,[0.27818733],English,Roman
13209,who are u talk about pakistan,0,2025-06-01,16:20:29,[0.9960957],English,Roman
13210,"arnaad 2
0 rathi",0,2025-06-01,16:21:54,[0.33995557],English,Roman
13211,and what about your damages,0,2025-06-01,16:21:59,[0.9711221],English,Roman
13212,i swear reading these crying pakistani comments in these recent most videos is one of my favorite free time hobby,0,2025-06-01,16:22:27,[0.922241],English,Roman
13213,losses are part of combat,0,2025-06-01,16:22:41,[0.98446226],English,Roman
13214,"we only knows
60
iaf cds has accepted
the losses are the part of combat  was fantastic",0,2025-06-01,16:23:19,[0.9927325],English,Roman
13215,respect,0,2025-06-01,16:23:31,[0.59377384],English,Roman
13216,sayed muzammil ny jo kuch kaha oska counter to bnta hai with proof jaisy osny dikhaye,0,2025-05-31,20:53:37,[0.6834338],English,Roman
13217,pahalgam hamla modi na karwaia ha to kio nahi mantay,0,2025-05-31,20:50:34,[0.20746319],Waray,Roman
13218,jhoth bol raha h ye,0,2025-05-31,20:50:58,[0.30150115],Nepali,Devanagari
13219,"mr
rathi: you know that 7 indian aircraft have been destroyed, 5 of which were rafales
you should do some research",0,2025-05-31,20:51:03,[0.9943175],English,Roman
13220,bhai tu kabhi 1990 me jo kashmiri pandito ko marke kashmir khali kra diya uspe bhi video banaeyega,0,2025-05-31,20:51:08,[0.19396733],English,Roman
13221,pakistan zindabad,0,2025-05-31,20:51:17,[0.5192127],English,Roman
13222,i am a sikh and plz make a vedio on sikh but what ever people say don’t do those mistakes plz make it i love that video,0,2025-05-31,20:51:29,[0.87480354],English,Roman
13223,kar lo khush indians ko,0,2025-05-31,20:51:31,[0.25952187],Lojban,Roman
13224,you are right,0,2025-05-31,20:52:05,[0.98274493],English,Roman
13225,"distorted facts you have presented…
but this understandable given your huge organic viewership
but we still like you and your assessment on various topics except this one though",0,2025-05-31,20:52:46,[0.94578505],English,Roman
13226,godi mida k bato ki daleel,0,2025-05-31,20:52:47,[0.7155881],Cebuano,Roman
13227,,0,2025-05-31,20:52:55,[0.9875925],Haitian Creole,Roman
13228,india will always remember this lesson,0,2025-05-31,20:53:11,[0.8434935],English,Roman
13229,"at least dhruv rathee ko pta chal gya k propaganda ka part ban jao ye thek hai , views bhi achy hon gy or image bhi",0,2025-05-31,20:53:13,[0.59874046],English,Roman
13230,al-jazeera ka reference do,0,2025-05-31,20:48:07,[0.24588569],English,Roman
13231,"this was one well balanced video
i like the work
i was telling this from the beginning that there isnt much damage on both sides during this conflict looking satellite images
i also said from the first day that there might be 1-2 jets shot down by pak and one is rafael for sure but my fellow indians didnt agree
now let me summarize this, we did more damage to pak than pak did to us
we successfully hit their military targets, our media exaggerated but our military clearly said we damaged them, not destroy
now pak tried but none of the satellite images proves that they hit
now talking about jets, yes pak might have shot down 1-2 in numbers, and one is rafale for sure
there are proofs that they took help from  to do this
but now here is the thing, even they shot down our jet, our pilots got enough time to evacuate himself(parachuted) and saved his life
however, when we shot down their jet( of course they wont believe this) they also lost their pilot along with a jet
now people would come at me asking proof well you just need to use a little bit brain
both army officially published their martyr list
from indian side, you dont see a single person from airforce, all causalities from army not airforce
now when we look at the martyr list of pak, there are 4 personnel from airforce i could see
now we would be happy that we shot down 4, but i think we might shot down same 1-2 jets
one for sure because out of these 4, one person is squadron leader
so it 100% proves a jet shot down and they lost a pilot
other 3 position are technical ground support which i feel this is the causality from us hitting their airbase
now pak need to worry more than us
yes, we gotta worry to counter pak attack next time but pak need to worry more because either their jets are not that good in defense that when it gets hit, the pilot is not getting enough time to evacuate or their pilots are not that trained well
from indian side, talking about defense, then at least radar system of our jets are giving enough time warning to save pilot life or our pilots are very well trained that they save themselves before missile hit the jet
if we remember the case of abhinandan, he also saved himself even pak shot down plane
however, looking at recent conflict, and looking at pak martyr list, when we shot down their plan, they lost pilot too!
so, overall i would say we had upper hands in this recent conflict",0,2025-05-31,20:48:11,[0.98184556],English,Roman
13232,"i live in quetta
india today a stupid anchor was screaming and saying that quetta is destroyed etc we’ve captured army chief",0,2025-05-31,20:48:14,[0.9792645],English,Roman
13233,good  pakistan,0,2025-05-31,20:48:27,[0.72460693],English,Roman
13234,"who cares?
you are mere a youtuber ,you are not even a security official, no one gonna believe in you",0,2025-05-31,20:48:36,[0.92699957],English,Roman
13235,ye godi media se b zyda ki chez lag rahi hai ye cmnts dkh kr e lag ra hai,0,2025-05-31,20:48:38,[0.08999665],Sundanese,Roman
13236,finally succeeded to keep his followers ..sadly truth had to die for it,0,2025-05-31,20:48:45,[0.9967807],English,Roman
13237,pakistani wants to listen what they like only even it's fake,0,2025-05-31,20:48:46,[0.9893544],English,Roman
13238,where is 5 rafale shot down by p...,0,2025-05-31,20:48:51,[0.9666099],English,Roman
13239,tu khud christian hai..that's the reason you keep on defaming sanatan,0,2025-05-31,20:49:35,[0.9434086],English,Roman
13240,"seriously?
why aren't you seeing the children that india killed in pakistan?",0,2025-05-31,20:49:40,[0.97768044],English,Roman
13241,"3:24 yah such hai india nay aapnay hi logo ka khoon kia,aur lizam pakistan pay lagaya likan ab world sab such janti hai",0,2025-05-31,20:49:58,[0.33808425],English,Roman
13242,i'm indian muslim n i love india hahahaha yr is bndy ny godi media sth mil kr lgta hai comments main b rang brazi ki,0,2025-05-31,20:50:03,[0.4330685],English,Roman
13243,"lv u bro
jai hind , jai bharat",0,2025-05-31,20:50:22,[0.19593488],English,Roman
13244,pakistan zindabad,0,2025-05-31,20:50:26,[0.5192127],English,Roman
13245,in search of kashmir pakistan lost balochistan,0,2025-05-31,20:50:29,[0.7189867],English,Roman
13246,"farzi baat mut karho sabot kaha hay,bus inta bataho jahaz  kitnay giray",0,2025-05-31,20:46:31,[0.3063234],English,Roman
13247,aapko sabke burari hi dikhti hai  start kaun karte hai hindu muslim se kai guna ache hai,0,2025-05-31,20:46:31,[0.28628916],English,Roman
13248,or agar india trade pakistan k sat kr k faida me hai toh laure wo samna pakistan khi or se lega toh pakistan ka nuksaan hoga na jhaatt boka bnata hai laure apne audiance ko,0,2025-05-31,20:46:33,[0.27050394],English,Roman
13249,operation bunyan un marsoos was most dangerous military operation,0,2025-05-31,20:46:46,[0.913359],English,Roman
13250,"agar pakistan ya kam kia hai to indian bsf kay kar raha tha pakistan 200 km dur sa a ka ya hamla kar ka wapas chala gia r indian raw and bsf kay ungli chus raha tha
boul sheet",0,2025-05-31,20:46:47,[0.17526],English,Roman
13251,no one can forget entry of submarines in lahore port,0,2025-05-31,20:46:47,[0.84268564],English,Roman
13252,,0,2025-05-31,20:46:54,[0.9875925],Haitian Creole,Roman
13253,"is se zyada ka to tum log humara himalayan salt he kha jatay thay, namak haraamo",0,2025-05-31,20:47:01,[0.6513511],English,Roman
13254,aur bhai rafale kitne gerai?,0,2025-05-31,20:47:27,[0.27271867],Italian,Roman
13255,93000 pant ceremony,0,2025-05-31,20:47:33,[0.4606957],English,Roman
13256,hafiz abdul rauf apky kaihny sa aatanki ho gaya wah wah,0,2025-05-31,20:47:42,[0.34014392],German,Roman
13257,why i cant use ur discount code m from canada,0,2025-05-31,20:47:42,[0.75233537],English,Roman
13258,international media jis ko israel support kerta he,0,2025-05-31,20:47:46,[0.44054154],English,Roman
13259,"1st video mh misinformation..?
kuyn di",0,2025-05-31,20:47:55,[0.38549897],English,Roman
13260,"pok       !
imf                       ?",0,2025-05-31,20:48:00,[0.34323606],Occitan,Roman
13261,"love from pakistan
you are best",0,2025-05-31,20:44:33,[0.932592],English,Roman
13262,realy respect you dhruv bhai but really upset by your media,0,2025-05-31,20:44:40,[0.9736439],English,Roman
13263,"yr main tu smjhta tha ye bndy ka koi lvl hai but bht knwdlge lvl low hai
is se zyda tu international politics and internal politics ka knowledge is zyda humry bachy bachy ko ha",0,2025-05-31,20:44:46,[0.6071483],English,Roman
13264,"""       ۔               ۔         ۔        !
""",0,2025-05-31,20:44:47,[0.3565185],Sundanese,Roman
13265,godi media kaun hai,0,2025-05-31,20:44:50,[0.49543905],Italian,Roman
13266,,0,2025-05-31,20:45:00,[0.9875925],Haitian Creole,Roman
13267,youtube channel hi pakistan k khilaf bolne sy kiya ta k views mile soch tu tumhari giri he,0,2025-05-31,20:45:27,[0.4048208],English,Roman
13268,we pakistani was also waiting for your video that you would tell the truth but you take the situation in your favour,0,2025-05-31,20:45:31,[0.9934706],English,Roman
13269,your nation is very beautiful and the people are very loving but just bcz of some stupid politicians they are making distance between us,0,2025-05-31,20:45:38,[0.9937213],English,Roman
13270,,0,2025-05-31,20:45:53,[0.9875925],Haitian Creole,Roman
13271,gao moter pio,0,2025-05-31,20:45:59,[0.20849948],English,Roman
13272,rafeal ka denied tum kar rahay ho jubkay aaj hi tunharay air cheap nay kabool kiya hay international media main,0,2025-05-31,20:46:02,[0.32593396],English,Roman
13273,dear dhruv first thing is that pakistan not only denied but also asked for fully support it was the time when both nuclear nations can be tabled for the solution,0,2025-05-31,20:46:05,[0.98107916],English,Roman
13274,u r absolutely right,0,2025-05-31,20:46:20,[0.89736605],English,Roman
13275,"bro some of your facts in previous video were wrong which were pointed ouf by pakistani ppl with full respect and 2nd thing is that you are biased about pakistan bcz you consider indian killed ppl as civilian which rightly so but you don't consider civilian the children who killed in pakistan during indian attack
just see the beautiful innocent pics of children whixh were killed by indian during operation
as pakistani i always respect your facts and attitude but you are biased in this topic
need more research",0,2025-05-31,20:46:28,[0.9931111],English,Roman
13276,you have to accept this thing that we have destroyed your rafales,0,2025-05-31,20:42:34,[0.9808328],English,Roman
13277,fake information only fake,0,2025-05-31,20:42:36,[0.53507245],English,Roman
13278,well said dhruv bhai,0,2025-05-31,20:42:38,[0.9883976],English,Roman
13279,,0,2025-05-31,20:42:50,[0.9875925],Haitian Creole,Roman
13280,"13:30 why you didn’t share full statement
iaf marshal ak bharti said “ losses are part of combat “ on question of rafale losses
plus you can go check stocks of dassualt aviation rafale company whose stocks crashed after conflict while j10c aircraft manufacturer chengdu stocks surged upward used by pakistan",0,2025-05-31,20:42:55,[0.9344555],English,Roman
13281,"your videos are awesome bhai but mere college me pehle kashmiris padhte thay jo national anthem me khade nahi hote thay aur fil pulwama attack hua uske bad unko bhagaya gaya
kashmiri yaha pe humare desh ki izzat ni krte yaha padhte hai free me aur hum inko sir pe ni bitha sakte agar desh ke national anthem ko support ni kar sakte to
baki kuch badhiya bhi hai log but 90 percent aise hai",0,2025-05-31,20:43:37,[0.26018384],English,Roman
13282,@dhruvrathee bhai agar ap waqai natural video banaty hoto aik operation bunyan ul masroor jo k retaliate tha operation sandoor ka us py bhi aik video banao aur agar sachy hoto yeh zaror batana k india ka really kitna loss hua,0,2025-05-31,20:43:42,[0.5260962],English,Roman
13283,1:33 open investigation kyhu nae karwahi indian nay pakistan nay toh offer kia tha,0,2025-05-31,20:43:49,[0.5077355],English,Roman
13284,"ou're calling the children who died in indian strikes terrorists, along with the civilians?
what kind of nonsense are you on, man?",0,2025-05-31,20:43:52,[0.9827005],English,Roman
13285,@dhruvrathee 1 minute for my response to pakistani people and 27 minutes for views,0,2025-05-31,20:44:03,[0.89047503],English,Roman
13286,"mr, where do you get such a poor research about pakistan?
which is completely contrary to reality",0,2025-05-31,20:44:08,[0.9770762],English,Roman
13287,"you are no more authentic youtuber
you are biased when it comes to pk",0,2025-05-31,20:44:13,[0.9372765],English,Roman
13288,"*   *
*  *
*03  1446*
*31  2025*
*17  2082*
*  saturday*
*      !
*
*                 :*
*”   (  )                   ۔“*
«  : 3123   »",0,2025-05-31,20:44:26,[0.4308668],French,Roman
13289,please can you tell us the facts about our aircraft losses,0,2025-05-31,20:44:31,[0.9609547],English,Roman
13290,"you taken the full advantage of situation and reopend the dignity but it's sad you didn't tell the truth which was huge demand from
both country",0,2025-05-31,20:44:32,[0.9944639],English,Roman
13291,@rathee bichare ko jaise hi pata chli channel ban hone wali hai esne party hi bdl diye,0,2025-05-31,20:40:33,[0.39694682],English,Roman
13292,operation balatkar liko q balatkar owa ta modi kaa,0,2025-05-31,20:40:39,[0.56142974],English,Roman
13293,"it's clear that the speaker in the video—whom many in india consider credible—is still not being fully honest
every pakistani knows that, at best, only 40% of what he says reflects the truth
in reality, pakistan was right all along
unfortunately, due to years of aggressive indian propaganda, many of us began to doubt our own military
it’s only recently—thanks to modern social media—that we've started to uncover the extent of misinformation spread by indian media
now imagine the damage that same media did in the past, during the wars of 1965, 1971, and kargil
history shows a consistent pattern: misleading their own public while projecting false victories
except for 1971, india has not decisively won any conflict against pakistan
even then, it was a regional conflict with complex international involvement
in most cases, when tensions escalated beyond control, it was the united states that had to step in to de-escalate—often saving india from the consequences of its own actions
this happened again in recent incidents, where india initiated conflict and then sought a diplomatic exit, facilitated by external powers",0,2025-05-31,20:40:44,[0.96941274],English,Roman
